t-SNE-1,t-SNE-2,index,L1,L2,L3,L4,противоион,Номер_в_статье,"IC50,μM±Dark","IC50,μM(Light)",PI,"λex,nm",Клеточная линия,"Conditions,O2%","Время, h",DOI,Unnamed: 14,Unnamed: 15
36.96671,12.909589,112,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(Cn1c(-c2cscn2)nc2ccccc21)Nc1ccccc1,,[Cl-],[2a]Cl,10.52,"2,36 ± 0,46","4,5",460,PC3,,48,10.1016/j.jinorgbio.2022.111790,,
36.064877,13.183508,113,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(Cn1c(-c2cscn2)nc2ccccc21)NCc1ccccc1,,[Cl-],[3a]Cl,12.76,"1,71 ± 0,75","7,5",460,PC3,,48,10.1016/j.jinorgbio.2022.111790,,
37.404335,11.327873,114,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(Cn1c(-c2cscn2)nc2ccccc21)N1CCCCC1,,[Cl-],[4a]Cl,3.9,"0,92 ± 0,12","4,2",460,PC3,,48,10.1016/j.jinorgbio.2022.111790,,
-47.376163,9.8631935,121,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,FC(F)(F)c1ccc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)cc1,,F[P-](F)(F)(F)(F)F,Ir1,100.0,,,,A549,,48,10.1016/j.jinorgbio.2021.111706,,
-49.25127,9.562106,142,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)cc1,,F[P-](F)(F)(F)(F)F,Ir1,100.0,,,,A549,,48,10.1016/j.jinorgbio.2021.111603,,
12.166905,20.774063,162,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,Ir1,2.4,,,,A549,,24,10.1016/j.jinorgbio.2019.110703,синтелли перерисовывает молекулу как говнарь,
9.634922,19.111814,163,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,Ir2,2.8,,,,A549,,24,10.1016/j.jinorgbio.2019.110703,,
9.237399,18.49247,164,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,Ir3,2.8,,,,A549,,24,10.1016/j.jinorgbio.2019.110703,,
12.8322315,20.45958,165,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(P(c2ccccc2)c2cccc3cccc(P(c4ccccc4)c4ccccc4)c23)cc1,,F[P-](F)(F)(F)(F)F,Ir4,16.5,,,,A549,,24,10.1016/j.jinorgbio.2019.110703,синтелли перерисовывает молекулу как говнарь,
25.170494,-2.707911,166,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(N(c2ccccc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)cc1,,F[P-](F)(F)(F)(F)F,1,4.34,,,,A549,,24,10.1016/j.jinorgbio.2019.110757,,
25.03783,-3.3282971,167,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(N(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)cc1,,F[P-](F)(F)(F)(F)F,2,80.91,,,,A549,,24,10.1016/j.jinorgbio.2019.110757,,
27.15268,-2.8968277,168,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)cc1,,F[P-](F)(F)(F)(F)F,3,5.8,,,,A549,,24,10.1016/j.jinorgbio.2019.110757,,
27.247849,-3.5475588,169,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(N(c6ccc(OC)cc6)c6ccc(OC)cc6)cc5)ccn4)c3)cc2)cc1,,F[P-](F)(F)(F)(F)F,4,10.8,,,,A549,,24,10.1016/j.jinorgbio.2019.110757,,
11.220359,0.5105867,170,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,5,40.33,,,,A549,,24,10.1016/j.jinorgbio.2019.110757,,
-42.722656,9.378415,205,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Brc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c2nsnc12,,F[P-](F)(F)(F)(F)F,Ir1,4.9,,,,A549,,48,10.1016/j.jinorgbio.2021.111550,,
-16.32474,-9.042838,223,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,3.2,,,,A549,,48,10.1016/j.jinorgbio.2019.110822,,
19.99715,-11.993074,238,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir1,9.05,,,,GSC-3#,,72,10.1016/j.jinorgbio.2019.110909,,
-16.18681,-7.4384046,252,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,3.3,,,,A549,,48,10.1016/j.jinorgbio.2021.111465,,
-45.716476,11.446693,291,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CN1CCN(c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)CC1,,F[P-](F)(F)(F)(F)F,1,10.4,,,,SGC-7901,,48,10.1016/j.jinorgbio.2020.111215,,
-46.81631,7.7609043,306,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,Ir1,15.1,,,,A549,,48,10.1016/j.jinorgbio.2020.111014,,
-46.542286,6.351986,315,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1Cl,,F[P-](F)(F)(F)(F)F,Ir2,200.0,,,,A549,,48,10.1016/j.jinorgbio.2020.111014,,
-44.751335,6.7624583,324,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1cc(Cl)c(Cl)c(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c1,,F[P-](F)(F)(F)(F)F,Ir3,200.0,,,,A549,,48,10.1016/j.jinorgbio.2020.111014,,
22.633816,-2.2653346,371,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,3,32.73,,,,A549,,24,10.1002/cbic.201900268,,
22.438065,-2.8052824,372,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,4,100.0,,,,A549,,24,10.1002/cbic.201900268,,
13.635175,-19.760015,383,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,F[P-](F)(F)(F)(F)F,Ir1,89.6,"53,3±4,5",,465,A549,,48,10.1002/ange.201813002,,
21.263788,-17.815348,394,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCNC(=O)c1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,1c,14.6,,,,HeLa,,48,10.1002/chem.201000474,,
11.442173,2.9611259,399,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir4,1.8,"1,1",2,465,HeLa,,48,10.1002/chem.202103346,,
13.038014,1.1220416,418,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,3.1,,,,AGS,,48,10.1002/ange.201915828,,
14.751959,-0.6899478,426,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(Nc2ccnc(-c3ccccn3)c2)cc1O,,[Cl-],Ferrilidium,9.2,,,,AGS,,48,10.1002/ange.201915828,,
12.177659,17.996214,434,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(cc1)P(c2ccccc2)C34C5[Fe]3678912(C5C6C74)C3C8C9C1(C23)P(c1ccccc1)c1ccccc1,,F[P-](F)(F)(F)(F)F,Ir1,0.7,,,,MCF-7,Normoxia(20%),72,10.1002/ange.202115247,,
14.501743,-7.7436013,471,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(CCCc1ccc(N(CCCl)CCCl)cc1)Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir1,4.9,,,,A549,,48,10.1002/ange.202013987,,
14.375997,-7.35235,472,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(CCCc1ccccc1)Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir2,3.62,,,,A549,,48,10.1002/ange.202013987,,
1.768596,25.430332,487,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1ccn(Cn2ccn(C)c2=S)c1=S,,[Cl-],ppyIrSS,1.77,,,,MDA-MB-231,,48,10.1002/ange.202015009,,
19.939108,13.839999,526,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=S)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1S,13.6,,,,EFO-21,,,10.1002/cmdc.201900591,,
20.051132,13.512604,530,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=N)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1N,1.0,,,,EFO-21,,,10.1002/cmdc.201900591,,
30.545866,9.997811,534,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3ccccc3n2Cc2ccc3ccccc3n2)nc1,,[Cl-],1,4.59,0.30±0.09,15.3,470,A549,,24,10.1002/cmdc.202200244,,
30.37898,10.393768,535,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2nc(Cn3c(-c4nccs4)nc4ccccc43)ccc2c1,,[Cl-],2,3.5,0.26±0.14,13.5,470,A549,,24,10.1002/cmdc.202200244,,
7.7298203,9.541866,561,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NCCc1c[nH]cn1,,[Cl-],Ir(ppy)2−histamine,200.0,,,,HeLa,,24,10.1021/jm4001665,,
-11.228351,-2.5314808,563,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)ccc1cccnc12,,[Cl-],2,21.5,,,,HeLa,,24,10.1021/jm4001665,,
-6.5667486,-4.2177577,564,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,[Cl-],3,3.3,,,,HeLa,,24,10.1021/jm4001665,,
-48.75441,8.178577,644,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,1,46.2,,,,SGC-7901,,48,10.1016/j.jorganchem.2017.07.004,,
7.491141,-0.5448693,727,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1cccc(-n2cc(-c3ccccn3)nn2)c1,,[Cl-],6c,0.36,,,,LNCaP,,,10.1016/j.ejmech.2015.12.035,,
7.3781266,-1.7537842,728,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1ccc(-n2cc(-c3ccccn3)nn2)cc1C(F)(F)F,,[Cl-],6i,0.72,,,,LNCaP,,,10.1016/j.ejmech.2015.12.035,,
5.0490503,-1.5881988,729,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COC(=O)c1ccc(-n2cc(-c3ccccn3)nn2)cc1,,F[P-](F)(F)(F)(F)F,6n,1.6,,,,LNCaP,,,10.1016/j.ejmech.2015.12.035,,
4.383124,-1.8376762,730,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(NCc1ccccc1)c1ccc(-n2cc(-c3ccccn3)nn2)cc1,,F[P-](F)(F)(F)(F)F,6r,2.55,,,,LNCaP,,,10.1016/j.ejmech.2015.12.035,,
-47.30028,16.24465,737,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NC(=[NH2+])Nc1cccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,35.33,,,,HeLa,,48,10.1016/j.ejmech.2017.06.038,,
-9.715842,8.286319,789,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc2c(Cl)cc(Cl)c([O-])c2n1,,,Ir-1,1.22,,,,HeLa,,6,10.1016/j.ejmech.2020.112192,,
-10.137694,8.760372,792,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc2c(Br)cc(Br)c([O-])c2n1,,,Ir-4,4.6,,,,HeLa,,6,10.1016/j.ejmech.2020.112192,,
-9.100418,-1.9967599,794,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[O-]c1c(I)cc(I)c2cccnc12,,,Ir-6,7.05,,,,HeLa,,6,10.1016/j.ejmech.2020.112192,,
-8.268193,0.18376574,798,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[O-]c1ccc(Cl)c2cccnc12,,,Ir-10,10.54,,,,HeLa,,6,10.1016/j.ejmech.2020.112192,,
-8.6739,8.436593,802,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc2cccc([O-])c2n1,,,Ir-14,10.99,,,,HeLa,,6,10.1016/j.ejmech.2020.112192,,
-22.603018,-15.41236,864,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc2nc3c4ncccc4c4nc5cc(C)c(C)cc5nc4c3n2c1,,F[P-](F)(F)(F)(F)F,PytMP-Ir,0.52,,,,NCI-H460,,48,10.1021/acsmedchemlett.9b00337,,
-21.893892,-13.956834,865,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1cc2nc3c4cccnc4c4nc5ccccn5c4c3nc2cc1C,,F[P-](F)(F)(F)(F)F,PydMP-Ir,1.09,,,,NCI-H460,,48,10.1021/acsmedchemlett.9b00337,,
-22.041143,-15.803376,867,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc2nc3c4ncccc4c4nc5ccccc5nc4c3n2c1,,F[P-](F)(F)(F)(F)F,PyMP-Ir,2.52,,,,NCI-H460,,48,10.1021/acsmedchemlett.9b00337,,
-21.199858,-13.825044,869,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2nc3c(nc2c1)c1cccnc1c1nc2ccccn2c31,,F[P-](F)(F)(F)(F)F,PyP-Ir,6.61,,,,NCI-H460,,48,10.1021/acsmedchemlett.9b00337,,
-55.58998,10.080082,894,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(Cc1nc2c3cccnc3c3ncccc3c2[nH]1)c1ccc2c(c1)OCO2,,F[P-](F)(F)(F)(F)F,Ir(III)-1,4.2,,,,HeLa,,48,10.1016/j.ejmech.2017.11.091,,
-47.169186,15.764314,903,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NC(=[NH2+])Nc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,59.49,0.45 ± 0.01,,,HepG2,,48,10.1016/j.ejmech.2019.06.045,,
-13.612772,-10.521331,962,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)c1nc3ccc(-c4ccc5nc6c(nc5c4)CCCC6)cc3nc1c1cccnc12,,F[P-](F)(F)(F)(F)F,Ir(III)-1,1.0,,,,B16,,48,10.1016/j.ejmech.2017.12.087,,
-15.812555,-5.4916387,968,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,Ir-1,1.8,,,,SGC-7901,,48,10.1016/j.ejmech.2019.06.003,,
-47.52921,2.9470537,1009,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=Cc1ccc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)cc1,,F[P-](F)(F)(F)(F)F,1,200.0,"5,5 ± 0,8",,,BEL-7402,,48,10.1016/j.ejmech.2018.04.013,,
-50.978756,7.3699884,1030,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,Ir1,200.0,,,,B16,,48,10.1016/j.ejmech.2019.06.009,,
-52.044376,5.50363,1037,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1Br,,F[P-](F)(F)(F)(F)F,Ir2,200.0,,,,B16,,48,10.1016/j.ejmech.2019.06.009,,
20.363184,5.7050123,1056,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2[nH]c(-c3cscn3)nc2c1,,[Cl-],[Ir-a]Cl,18.9,,,,A549,,24,10.1016/j.ejmech.2018.07.065,,
35.307922,11.9799595,1057,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(Cn2c(-c3cscn3)nc3ccccc32)cc1,,[Cl-],[Ir-b]Cl,4.0,,,,A549,,24,10.1016/j.ejmech.2018.07.065,,
20.376387,-5.820258,1060,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccnc(-c2cc(-c3nc4ccccc4o3)ccn2)c1,,[Cl-],NecroIr1,1.33,,,,A549,,48,10.1039/d0qi01430c,,
20.069466,-5.194479,1061,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2oc(-c3ccnc(-c4cc(-c5nc6ccccc6o5)ccn4)c3)nc2c1,,[Cl-],NecroIr2,0.48,,,,A549,,48,10.1039/d0qi01430c,,
-12.69548,0.36702362,1091,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(Nc1cc2cccnc2c2ncccc12)C1Cc2ccccc2OC1=O,,F[P-](F)(F)(F)(F)F,1,1.5,,,,HeLa,,48,10.1039/C6DT00601A,,
-9.241629,-51.70813,1166,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(-n2c(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],Ir1,2.03,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
-9.482925,-52.78853,1167,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)(C)c1ccc(-n2c(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],Ir2,1.67,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
-8.564557,-50.81733,1168,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C1c2ccccc2C(=O)c2cc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccc(F)cc3)ccc21,,[Cl-],Ir3,1.88,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
-8.0836735,-52.431816,1169,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(-n2c(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],Ir4,2.76,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
-7.4678645,-51.614452,1170,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C1c2ccccc2C(=O)c2cc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccc(Oc4ccccc4)cc3)ccc21,,[Cl-],Ir5,2.38,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
-9.103374,-44.740524,1239,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,,[Cl-],Ir1,1.9,,,,HeLa,,48,10.1039/C7DT01043E,,
-8.40348,-45.122482,1240,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,,[Cl-],Ir2,2.5,,,,HeLa,,48,10.1039/C7DT01043E,,
-7.6423125,-46.373985,1241,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1F,,[Cl-],Ir3,3.1,,,,HeLa,,48,10.1039/C7DT01043E,,
-6.856356,-45.396652,1242,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1cc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc(F)c1F,,[Cl-],Ir4,3.4,,,,HeLa,,48,10.1039/C7DT01043E,,
-6.4545074,-43.94046,1243,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1cc(F)c(F)c(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)c1F,,[Cl-],Ir5,1.2,,,,HeLa,,48,10.1039/C7DT01043E,,
-7.2343063,-43.47014,1244,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1c(F)c(F)c(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)c(F)c1F,,[Cl-],Ir6,0.5,,,,HeLa,,48,10.1039/C7DT01043E,,
1.8730025,4.739933,1275,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1c2ccccc2c2ccnc(-c3ccccn3)c21,,F[P-](F)(F)(F)(F)F,IrM1,1.1,,,,A549,,48,10.1039/C8DT00783G,,
1.3918574,4.7989554,1276,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1c2ccccc2c2ccnc(-c3ccc4ccccc4n3)c21,,F[P-](F)(F)(F)(F)F,IrM2,0.93,,,,A549,,48,10.1039/C8DT00783G,,
13.459388,24.100994,1299,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C(=N/C1CCCCC1)\c1ccccc1P(c1ccccc1)c1ccccc1,,F[P-](F)(F)(F)(F)F,Ir1,4.5,,,,A549,,24,10.1039/c9qi01492f,,
12.485211,22.999468,1300,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C(=N/c1ccccc1)\c1ccccc1P(c1ccccc1)c1ccccc1,,F[P-](F)(F)(F)(F)F,Ir2,3.8,,,,A549,,24,10.1039/c9qi01492f,,
